Utah County Average Temperature
Units: Degrees Fahrenheit
Missing: -99,Rank out of 127 Years
"Location ID","Location","Date","Value","Rank","Anomaly (1901-2000 base period)","1901-2000 Mean"
UT-017,"Garfield County",190009,54.7,1,-5.3,60
UT-017,"Garfield County",190010,47.0,30,-1.8,48.8
UT-017,"Garfield County",190011,38.7,92,2.1,36.6
UT-017,"Garfield County",190012,28.0,59,0.1,27.9
UT-017,"Garfield County",190101,26.0,47,-0.3,26.3
UT-017,"Garfield County",190102,30.8,56,-0.1,30.9
UT-017,"Garfield County",190103,35.1,32,-2.1,37.2
UT-017,"Garfield County",190104,44.0,42,-1.0,45
UT-017,"Garfield County",190105,57.1,102,3.0,54.1
UT-017,"Garfield County",190106,62.6,40,-1.0,63.6
UT-017,"Garfield County",190107,74.1,123,4.0,70.1
UT-017,"Garfield County",190108,69.6,105,1.8,67.8
UT-017,"Garfield County",190109,58.0,18,-2.0,60
UT-017,"Garfield County",190110,49.8,80,1.0,48.8
UT-017,"Garfield County",190111,39.0,96,2.4,36.6
UT-017,"Garfield County",190112,29.9,90,2.0,27.9
UT-017,"Garfield County",190201,28.3,82,2.0,26.3
UT-017,"Garfield County",190202,32.2,72,1.3,30.9
UT-017,"Garfield County",190203,33.1,12,-4.1,37.2
UT-017,"Garfield County",190204,46.5,82,1.5,45
UT-017,"Garfield County",190205,54.7,70,0.6,54.1
UT-017,"Garfield County",190206,66.9,104,3.3,63.6
UT-017,"Garfield County",190207,66.9,2,-3.2,70.1
UT-017,"Garfield County",190208,67.0,33,-0.8,67.8
UT-017,"Garfield County",190209,59.6,47,-0.4,60
UT-017,"Garfield County",190210,49.6,77,0.8,48.8
UT-017,"Garfield County",190211,34.7,29,-1.9,36.6
UT-017,"Garfield County",190212,25.6,36,-2.3,27.9
UT-017,"Garfield County",190301,25.8,45,-0.5,26.3
UT-017,"Garfield County",190302,18.2,2,-12.7,30.9
UT-017,"Garfield County",190303,35.3,34,-1.9,37.2
UT-017,"Garfield County",190304,43.5,34,-1.5,45
UT-017,"Garfield County",190305,53.4,49,-0.7,54.1
UT-017,"Garfield County",190306,65.4,87,1.8,63.6
UT-017,"Garfield County",190307,68.6,21,-1.5,70.1
UT-017,"Garfield County",190308,69.6,105,1.8,67.8
UT-017,"Garfield County",190309,58.7,25,-1.3,60
UT-017,"Garfield County",190310,49.3,70,0.5,48.8
UT-017,"Garfield County",190311,38.5,85,1.9,36.6
UT-017,"Garfield County",190312,26.6,42,-1.3,27.9
UT-017,"Garfield County",190401,24.3,31,-2.0,26.3
UT-017,"Garfield County",190402,34.4,101,3.5,30.9
UT-017,"Garfield County",190403,38.2,72,1.0,37.2
UT-017,"Garfield County",190404,45.8,70,0.8,45
UT-017,"Garfield County",190405,55.1,79,1.0,54.1
UT-017,"Garfield County",190406,63.9,65,0.3,63.6
UT-017,"Garfield County",190407,69.2,36,-0.9,70.1
UT-017,"Garfield County",190408,67.7,56,-0.1,67.8
UT-017,"Garfield County",190409,60.6,69,0.6,60
UT-017,"Garfield County",190410,47.9,49,-0.9,48.8
UT-017,"Garfield County",190411,38.9,95,2.3,36.6
UT-017,"Garfield County",190412,28.6,72,0.7,27.9
UT-017,"Garfield County",190501,27.0,60,0.7,26.3
UT-017,"Garfield County",190502,29.0,34,-1.9,30.9
UT-017,"Garfield County",190503,40.1,100,2.9,37.2
UT-017,"Garfield County",190504,45.6,66,0.6,45
UT-017,"Garfield County",190505,50.9,14,-3.2,54.1
UT-017,"Garfield County",190506,63.7,60,0.1,63.6
UT-017,"Garfield County",190507,68.0,11,-2.1,70.1
UT-017,"Garfield County",190508,68.2,75,0.4,67.8
UT-017,"Garfield County",190509,59.0,33,-1.0,60
UT-017,"Garfield County",190510,45.8,17,-3.0,48.8
UT-017,"Garfield County",190511,36.6,56,0.0,36.6
UT-017,"Garfield County",190512,22.5,10,-5.4,27.9
UT-017,"Garfield County",190601,26.3,53,0.0,26.3
UT-017,"Garfield County",190602,34.8,104,3.9,30.9
UT-017,"Garfield County",190603,36.8,55,-0.4,37.2
UT-017,"Garfield County",190604,45.3,61,0.3,45
UT-017,"Garfield County",190605,54.5,67,0.4,54.1
UT-017,"Garfield County",190606,62.7,42,-0.9,63.6
UT-017,"Garfield County",190607,70.3,60,0.2,70.1
UT-017,"Garfield County",190608,67.5,50,-0.3,67.8
UT-017,"Garfield County",190609,58.0,18,-2.0,60
UT-017,"Garfield County",190610,48.6,62,-0.2,48.8
UT-017,"Garfield County",190611,35.4,37,-1.2,36.6
UT-017,"Garfield County",190612,32.3,111,4.4,27.9
UT-017,"Garfield County",190701,28.6,88,2.3,26.3
UT-017,"Garfield County",190702,40.0,126,9.1,30.9
UT-017,"Garfield County",190703,40.3,101,3.1,37.2
UT-017,"Garfield County",190704,49.2,113,4.2,45
UT-017,"Garfield County",190705,51.2,18,-2.9,54.1
UT-017,"Garfield County",190706,58.6,1,-5.0,63.6
UT-017,"Garfield County",190707,69.4,39,-0.7,70.1
UT-017,"Garfield County",190708,66.0,16,-1.8,67.8
UT-017,"Garfield County",190709,59.5,46,-0.5,60
UT-017,"Garfield County",190710,51.4,105,2.6,48.8
UT-017,"Garfield County",190711,37.3,69,0.7,36.6
UT-017,"Garfield County",190712,31.5,105,3.6,27.9
UT-017,"Garfield County",190801,28.2,79,1.9,26.3
UT-017,"Garfield County",190802,30.6,51,-0.3,30.9
UT-017,"Garfield County",190803,37.8,69,0.6,37.2
UT-017,"Garfield County",190804,47.2,97,2.2,45
UT-017,"Garfield County",190805,49.8,5,-4.3,54.1
UT-017,"Garfield County",190806,60.1,7,-3.5,63.6
UT-017,"Garfield County",190807,70.3,60,0.2,70.1
UT-017,"Garfield County",190808,66.2,17,-1.6,67.8
UT-017,"Garfield County",190809,59.7,48,-0.3,60
UT-017,"Garfield County",190810,43.7,3,-5.1,48.8
UT-017,"Garfield County",190811,36.8,58,0.2,36.6
UT-017,"Garfield County",190812,25.3,33,-2.6,27.9
UT-017,"Garfield County",190901,31.9,114,5.6,26.3
UT-017,"Garfield County",190902,30.6,51,-0.3,30.9
UT-017,"Garfield County",190903,36.6,47,-0.6,37.2
UT-017,"Garfield County",190904,43.9,40,-1.1,45
UT-017,"Garfield County",190905,52.1,29,-2.0,54.1
UT-017,"Garfield County",190906,65.5,88,1.9,63.6
UT-017,"Garfield County",190907,70.5,69,0.4,70.1
UT-017,"Garfield County",190908,68.2,75,0.4,67.8
UT-017,"Garfield County",190909,58.9,30,-1.1,60
UT-017,"Garfield County",190910,50.6,96,1.8,48.8
UT-017,"Garfield County",190911,37.6,73,1.0,36.6
UT-017,"Garfield County",190912,18.2,1,-9.7,27.9
UT-017,"Garfield County",191001,23.6,24,-2.7,26.3
UT-017,"Garfield County",191002,29.1,36,-1.8,30.9
UT-017,"Garfield County",191003,45.6,127,8.4,37.2
UT-017,"Garfield County",191004,50.1,123,5.1,45
UT-017,"Garfield County",191005,58.2,116,4.1,54.1
UT-017,"Garfield County",191006,66.5,97,2.9,63.6
UT-017,"Garfield County",191007,71.0,80,0.9,70.1
UT-017,"Garfield County",191008,68.8,92,1.0,67.8
UT-017,"Garfield County",191009,63.0,112,3.0,60
UT-017,"Garfield County",191010,50.7,99,1.9,48.8
UT-017,"Garfield County",191011,43.0,125,6.4,36.6
UT-017,"Garfield County",191012,31.3,104,3.4,27.9
UT-017,"Garfield County",191101,32.6,118,6.3,26.3
UT-017,"Garfield County",191102,29.4,40,-1.5,30.9
UT-017,"Garfield County",191103,42.5,115,5.3,37.2
UT-017,"Garfield County",191104,45.2,58,0.2,45
UT-017,"Garfield County",191105,53.8,58,-0.3,54.1
UT-017,"Garfield County",191106,63.3,52,-0.3,63.6
UT-017,"Garfield County",191107,68.2,15,-1.9,70.1
UT-017,"Garfield County",191108,67.0,33,-0.8,67.8
UT-017,"Garfield County",191109,61.0,80,1.0,60
UT-017,"Garfield County",191110,45.3,13,-3.5,48.8
UT-017,"Garfield County",191111,33.0,15,-3.6,36.6
UT-017,"Garfield County",191112,23.6,18,-4.3,27.9
UT-017,"Garfield County",191201,27.8,72,1.5,26.3
UT-017,"Garfield County",191202,34.0,96,3.1,30.9
UT-017,"Garfield County",191203,36.6,47,-0.6,37.2
UT-017,"Garfield County",191204,40.8,9,-4.2,45
UT-017,"Garfield County",191205,51.9,27,-2.2,54.1
UT-017,"Garfield County",191206,63.5,56,-0.1,63.6
UT-017,"Garfield County",191207,66.6,1,-3.5,70.1
UT-017,"Garfield County",191208,66.4,19,-1.4,67.8
UT-017,"Garfield County",191209,55.0,2,-5.0,60
UT-017,"Garfield County",191210,45.5,16,-3.3,48.8
UT-017,"Garfield County",191211,38.5,85,1.9,36.6
UT-017,"Garfield County",191212,24.6,27,-3.3,27.9
UT-017,"Garfield County",191301,19.2,8,-7.1,26.3
UT-017,"Garfield County",191302,29.2,38,-1.7,30.9
UT-017,"Garfield County",191303,33.2,14,-4.0,37.2
UT-017,"Garfield County",191304,43.7,37,-1.3,45
UT-017,"Garfield County",191305,55.0,77,0.9,54.1
UT-017,"Garfield County",191306,62.3,37,-1.3,63.6
UT-017,"Garfield County",191307,68.6,21,-1.5,70.1
UT-017,"Garfield County",191308,67.5,50,-0.3,67.8
UT-017,"Garfield County",191309,58.9,30,-1.1,60
UT-017,"Garfield County",191310,46.1,20,-2.7,48.8
UT-017,"Garfield County",191311,38.6,87,2.0,36.6
UT-017,"Garfield County",191312,22.7,11,-5.2,27.9
UT-017,"Garfield County",191401,27.4,65,1.1,26.3
UT-017,"Garfield County",191402,28.8,32,-2.1,30.9
UT-017,"Garfield County",191403,39.2,85,2.0,37.2
UT-017,"Garfield County",191404,46.8,92,1.8,45
UT-017,"Garfield County",191405,55.9,90,1.8,54.1
UT-017,"Garfield County",191406,61.9,29,-1.7,63.6
UT-017,"Garfield County",191407,67.3,4,-2.8,70.1
UT-017,"Garfield County",191408,67.4,45,-0.4,67.8
UT-017,"Garfield County",191409,59.4,43,-0.6,60
UT-017,"Garfield County",191410,47.6,41,-1.2,48.8
UT-017,"Garfield County",191411,37.7,78,1.1,36.6
UT-017,"Garfield County",191412,22.8,12,-5.1,27.9
UT-017,"Garfield County",191501,20.6,13,-5.7,26.3
UT-017,"Garfield County",191502,27.4,23,-3.5,30.9
UT-017,"Garfield County",191503,36.7,51,-0.5,37.2
UT-017,"Garfield County",191504,47.7,102,2.7,45
UT-017,"Garfield County",191505,51.2,18,-2.9,54.1
UT-017,"Garfield County",191506,60.3,10,-3.3,63.6
UT-017,"Garfield County",191507,68.4,17,-1.7,70.1
UT-017,"Garfield County",191508,67.2,42,-0.6,67.8
UT-017,"Garfield County",191509,57.5,13,-2.5,60
UT-017,"Garfield County",191510,48.3,58,-0.5,48.8
UT-017,"Garfield County",191511,36.0,49,-0.6,36.6
UT-017,"Garfield County",191512,27.7,51,-0.2,27.9
UT-017,"Garfield County",191601,24.3,31,-2.0,26.3
UT-017,"Garfield County",191602,33.3,88,2.4,30.9
UT-017,"Garfield County",191603,39.9,96,2.7,37.2
UT-017,"Garfield County",191604,46.6,84,1.6,45
UT-017,"Garfield County",191605,51.0,15,-3.1,54.1
UT-017,"Garfield County",191606,63.7,60,0.1,63.6
UT-017,"Garfield County",191607,67.8,7,-2.3,70.1
UT-017,"Garfield County",191608,63.6,2,-4.2,67.8
UT-017,"Garfield County",191609,57.9,16,-2.1,60
UT-017,"Garfield County",191610,46.1,20,-2.7,48.8
UT-017,"Garfield County",191611,34.4,27,-2.2,36.6
UT-017,"Garfield County",191612,26.0,37,-1.9,27.9
UT-017,"Garfield County",191701,18.0,4,-8.3,26.3
UT-017,"Garfield County",191702,28.1,27,-2.8,30.9
UT-017,"Garfield County",191703,31.9,8,-5.3,37.2
UT-017,"Garfield County",191704,42.2,20,-2.8,45
UT-017,"Garfield County",191705,48.9,2,-5.2,54.1
UT-017,"Garfield County",191706,63.2,49,-0.4,63.6
UT-017,"Garfield County",191707,72.5,110,2.4,70.1
UT-017,"Garfield County",191708,67.5,50,-0.3,67.8
UT-017,"Garfield County",191709,60.1,57,0.1,60
UT-017,"Garfield County",191710,50.3,90,1.5,48.8
UT-017,"Garfield County",191711,40.3,113,3.7,36.6
UT-017,"Garfield County",191712,35.6,125,7.7,27.9
UT-017,"Garfield County",191801,28.6,88,2.3,26.3
UT-017,"Garfield County",191802,30.9,58,0.0,30.9
UT-017,"Garfield County",191803,40.7,105,3.5,37.2
UT-017,"Garfield County",191804,45.2,58,0.2,45
UT-017,"Garfield County",191805,52.6,37,-1.5,54.1
UT-017,"Garfield County",191806,69.2,120,5.6,63.6
UT-017,"Garfield County",191807,67.6,6,-2.5,70.1
UT-017,"Garfield County",191808,65.3,8,-2.5,67.8
UT-017,"Garfield County",191809,60.4,62,0.4,60
UT-017,"Garfield County",191810,51.0,101,2.2,48.8
UT-017,"Garfield County",191811,34.3,25,-2.3,36.6
UT-017,"Garfield County",191812,24.6,27,-3.3,27.9
UT-017,"Garfield County",191901,20.7,14,-5.6,26.3
UT-017,"Garfield County",191902,26.5,15,-4.4,30.9
UT-017,"Garfield County",191903,34.3,24,-2.9,37.2
UT-017,"Garfield County",191904,47.0,95,2.0,45
UT-017,"Garfield County",191905,57.8,109,3.7,54.1
UT-017,"Garfield County",191906,64.5,72,0.9,63.6
UT-017,"Garfield County",191907,70.4,62,0.3,70.1
UT-017,"Garfield County",191908,69.0,93,1.2,67.8
UT-017,"Garfield County",191909,59.9,53,-0.1,60
UT-017,"Garfield County",191910,41.4,1,-7.4,48.8
UT-017,"Garfield County",191911,35.0,32,-1.6,36.6
UT-017,"Garfield County",191912,24.6,27,-3.3,27.9
UT-017,"Garfield County",192001,26.0,47,-0.3,26.3
UT-017,"Garfield County",192002,32.6,76,1.7,30.9
UT-017,"Garfield County",192003,33.7,17,-3.5,37.2
UT-017,"Garfield County",192004,39.0,2,-6.0,45
UT-017,"Garfield County",192005,53.9,61,-0.2,54.1
UT-017,"Garfield County",192006,62.0,33,-1.6,63.6
UT-017,"Garfield County",192007,69.2,36,-0.9,70.1
UT-017,"Garfield County",192008,65.1,6,-2.7,67.8
UT-017,"Garfield County",192009,57.1,9,-2.9,60
UT-017,"Garfield County",192010,45.9,18,-2.9,48.8
UT-017,"Garfield County",192011,36.1,52,-0.5,36.6
UT-017,"Garfield County",192012,25.1,32,-2.8,27.9
UT-017,"Garfield County",192101,28.0,75,1.7,26.3
UT-017,"Garfield County",192102,32.3,73,1.4,30.9
UT-017,"Garfield County",192103,39.9,96,2.7,37.2
UT-017,"Garfield County",192104,41.3,13,-3.7,45
UT-017,"Garfield County",192105,52.3,33,-1.8,54.1
UT-017,"Garfield County",192106,63.4,55,-0.2,63.6
UT-017,"Garfield County",192107,68.8,27,-1.3,70.1
UT-017,"Garfield County",192108,65.3,8,-2.5,67.8
UT-017,"Garfield County",192109,58.3,21,-1.7,60
UT-017,"Garfield County",192110,52.2,110,3.4,48.8
UT-017,"Garfield County",192111,39.6,104,3.0,36.6
UT-017,"Garfield County",192112,32.8,117,4.9,27.9
UT-017,"Garfield County",192201,22.1,20,-4.2,26.3
UT-017,"Garfield County",192202,27.6,26,-3.3,30.9
UT-017,"Garfield County",192203,34.6,26,-2.6,37.2
UT-017,"Garfield County",192204,39.2,3,-5.8,45
UT-017,"Garfield County",192205,51.7,24,-2.4,54.1
UT-017,"Garfield County",192206,65.0,80,1.4,63.6
UT-017,"Garfield County",192207,70.2,59,0.1,70.1
UT-017,"Garfield County",192208,66.9,28,-0.9,67.8
UT-017,"Garfield County",192209,60.9,76,0.9,60
UT-017,"Garfield County",192210,47.6,41,-1.2,48.8
UT-017,"Garfield County",192211,35.0,32,-1.6,36.6
UT-017,"Garfield County",192212,32.8,117,4.9,27.9
UT-017,"Garfield County",192301,31.6,111,5.3,26.3
UT-017,"Garfield County",192302,26.7,17,-4.2,30.9
UT-017,"Garfield County",192303,32.9,11,-4.3,37.2
UT-017,"Garfield County",192304,42.4,22,-2.6,45
UT-017,"Garfield County",192305,53.4,49,-0.7,54.1
UT-017,"Garfield County",192306,59.1,2,-4.5,63.6
UT-017,"Garfield County",192307,69.9,50,-0.2,70.1
UT-017,"Garfield County",192308,64.8,5,-3.0,67.8
UT-017,"Garfield County",192309,56.2,8,-3.8,60
UT-017,"Garfield County",192310,43.8,4,-5.0,48.8
UT-017,"Garfield County",192311,37.6,73,1.0,36.6
UT-017,"Garfield County",192312,27.1,47,-0.8,27.9
UT-017,"Garfield County",192401,20.5,11,-5.8,26.3
UT-017,"Garfield County",192402,35.3,112,4.4,30.9
UT-017,"Garfield County",192403,31.5,5,-5.7,37.2
UT-017,"Garfield County",192404,42.9,29,-2.1,45
UT-017,"Garfield County",192405,55.0,77,0.9,54.1
UT-017,"Garfield County",192406,64.9,77,1.3,63.6
UT-017,"Garfield County",192407,68.0,11,-2.1,70.1
UT-017,"Garfield County",192408,67.4,45,-0.4,67.8
UT-017,"Garfield County",192409,59.1,37,-0.9,60
UT-017,"Garfield County",192410,45.4,15,-3.4,48.8
UT-017,"Garfield County",192411,35.6,40,-1.0,36.6
UT-017,"Garfield County",192412,20.2,2,-7.7,27.9
UT-017,"Garfield County",192501,17.3,3,-9.0,26.3
UT-017,"Garfield County",192502,31.5,66,0.6,30.9
UT-017,"Garfield County",192503,38.3,76,1.1,37.2
UT-017,"Garfield County",192504,46.3,78,1.3,45
UT-017,"Garfield County",192505,57.9,112,3.8,54.1
UT-017,"Garfield County",192506,60.7,13,-2.9,63.6
UT-017,"Garfield County",192507,69.8,46,-0.3,70.1
UT-017,"Garfield County",192508,65.5,11,-2.3,67.8
UT-017,"Garfield County",192509,57.4,12,-2.6,60
UT-017,"Garfield County",192510,46.7,28,-2.1,48.8
UT-017,"Garfield County",192511,34.4,27,-2.2,36.6
UT-017,"Garfield County",192512,30.0,93,2.1,27.9
UT-017,"Garfield County",192601,25.9,46,-0.4,26.3
UT-017,"Garfield County",192602,34.4,101,3.5,30.9
UT-017,"Garfield County",192603,39.4,89,2.2,37.2
UT-017,"Garfield County",192604,47.5,99,2.5,45
UT-017,"Garfield County",192605,53.7,56,-0.4,54.1
UT-017,"Garfield County",192606,65.0,80,1.4,63.6
UT-017,"Garfield County",192607,68.7,24,-1.4,70.1
UT-017,"Garfield County",192608,66.9,28,-0.9,67.8
UT-017,"Garfield County",192609,58.1,20,-1.9,60
UT-017,"Garfield County",192610,49.3,70,0.5,48.8
UT-017,"Garfield County",192611,40.1,110,3.5,36.6
UT-017,"Garfield County",192612,25.0,30,-2.9,27.9
UT-017,"Garfield County",192701,29.7,97,3.4,26.3
UT-017,"Garfield County",192702,33.5,90,2.6,30.9
UT-017,"Garfield County",192703,37.2,60,0.0,37.2
UT-017,"Garfield County",192704,44.8,50,-0.2,45
UT-017,"Garfield County",192705,53.1,41,-1.0,54.1
UT-017,"Garfield County",192706,63.3,52,-0.3,63.6
UT-017,"Garfield County",192707,70.0,56,-0.1,70.1
UT-017,"Garfield County",192708,64.4,4,-3.4,67.8
UT-017,"Garfield County",192709,57.1,9,-2.9,60
UT-017,"Garfield County",192710,48.4,60,-0.4,48.8
UT-017,"Garfield County",192711,40.0,109,3.4,36.6
UT-017,"Garfield County",192712,23.2,13,-4.7,27.9
UT-017,"Garfield County",192801,28.5,84,2.2,26.3
UT-017,"Garfield County",192802,31.6,67,0.7,30.9
UT-017,"Garfield County",192803,39.9,96,2.7,37.2
UT-017,"Garfield County",192804,43.7,37,-1.3,45
UT-017,"Garfield County",192805,55.9,90,1.8,54.1
UT-017,"Garfield County",192806,61.9,29,-1.7,63.6
UT-017,"Garfield County",192807,67.9,9,-2.2,70.1
UT-017,"Garfield County",192808,65.9,14,-1.9,67.8
UT-017,"Garfield County",192809,60.3,61,0.3,60
UT-017,"Garfield County",192810,49.4,72,0.6,48.8
UT-017,"Garfield County",192811,35.9,45,-0.7,36.6
UT-017,"Garfield County",192812,24.4,26,-3.5,27.9
UT-017,"Garfield County",192901,22.7,21,-3.6,26.3
UT-017,"Garfield County",192902,23.0,6,-7.9,30.9
UT-017,"Garfield County",192903,36.5,45,-0.7,37.2
UT-017,"Garfield County",192904,41.3,13,-3.7,45
UT-017,"Garfield County",192905,54.0,63,-0.1,54.1
UT-017,"Garfield County",192906,61.7,22,-1.9,63.6
UT-017,"Garfield County",192907,69.9,50,-0.2,70.1
UT-017,"Garfield County",192908,67.4,45,-0.4,67.8
UT-017,"Garfield County",192909,57.9,16,-2.1,60
UT-017,"Garfield County",192910,47.8,47,-1.0,48.8
UT-017,"Garfield County",192911,33.6,21,-3.0,36.6
UT-017,"Garfield County",192912,32.0,108,4.1,27.9
UT-017,"Garfield County",193001,18.4,5,-7.9,26.3
UT-017,"Garfield County",193002,32.6,76,1.7,30.9
UT-017,"Garfield County",193003,36.9,57,-0.3,37.2
UT-017,"Garfield County",193004,49.6,119,4.6,45
UT-017,"Garfield County",193005,50.1,6,-4.0,54.1
UT-017,"Garfield County",193006,64.2,71,0.6,63.6
UT-017,"Garfield County",193007,69.8,46,-0.3,70.1
UT-017,"Garfield County",193008,67.0,33,-0.8,67.8
UT-017,"Garfield County",193009,58.7,25,-1.3,60
UT-017,"Garfield County",193010,46.2,22,-2.6,48.8
UT-017,"Garfield County",193011,33.6,21,-3.0,36.6
UT-017,"Garfield County",193012,23.5,17,-4.4,27.9
UT-017,"Garfield County",193101,26.2,51,-0.1,26.3
UT-017,"Garfield County",193102,34.6,103,3.7,30.9
UT-017,"Garfield County",193103,35.6,36,-1.6,37.2
UT-017,"Garfield County",193104,46.7,87,1.7,45
UT-017,"Garfield County",193105,53.2,43,-0.9,54.1
UT-017,"Garfield County",193106,65.1,82,1.5,63.6
UT-017,"Garfield County",193107,72.5,110,2.4,70.1
UT-017,"Garfield County",193108,68.5,87,0.7,67.8
UT-017,"Garfield County",193109,60.7,71,0.7,60
UT-017,"Garfield County",193110,50.2,88,1.4,48.8
UT-017,"Garfield County",193111,32.9,14,-3.7,36.6
UT-017,"Garfield County",193112,20.3,3,-7.6,27.9
UT-017,"Garfield County",193201,19.3,10,-7.0,26.3
UT-017,"Garfield County",193202,31.3,61,0.4,30.9
UT-017,"Garfield County",193203,36.2,41,-1.0,37.2
UT-017,"Garfield County",193204,44.3,44,-0.7,45
UT-017,"Garfield County",193205,53.2,43,-0.9,54.1
UT-017,"Garfield County",193206,61.7,22,-1.9,63.6
UT-017,"Garfield County",193207,68.7,24,-1.4,70.1
UT-017,"Garfield County",193208,66.9,28,-0.9,67.8
UT-017,"Garfield County",193209,59.9,53,-0.1,60
UT-017,"Garfield County",193210,47.2,32,-1.6,48.8
UT-017,"Garfield County",193211,37.3,69,0.7,36.6
UT-017,"Garfield County",193212,20.7,4,-7.2,27.9
UT-017,"Garfield County",193301,20.5,11,-5.8,26.3
UT-017,"Garfield County",193302,17.5,1,-13.4,30.9
UT-017,"Garfield County",193303,36.7,51,-0.5,37.2
UT-017,"Garfield County",193304,40.4,7,-4.6,45
UT-017,"Garfield County",193305,47.7,1,-6.4,54.1
UT-017,"Garfield County",193306,65.2,83,1.6,63.6
UT-017,"Garfield County",193307,71.7,96,1.6,70.1
UT-017,"Garfield County",193308,67.3,44,-0.5,67.8
UT-017,"Garfield County",193309,63.5,118,3.5,60
UT-017,"Garfield County",193310,53.4,122,4.6,48.8
UT-017,"Garfield County",193311,38.7,92,2.1,36.6
UT-017,"Garfield County",193312,32.4,112,4.5,27.9
UT-017,"Garfield County",193401,31.7,112,5.4,26.3
UT-017,"Garfield County",193402,37.6,122,6.7,30.9
UT-017,"Garfield County",193403,44.5,123,7.3,37.2
UT-017,"Garfield County",193404,49.4,116,4.4,45
UT-017,"Garfield County",193405,59.0,123,4.9,54.1
UT-017,"Garfield County",193406,60.8,14,-2.8,63.6
UT-017,"Garfield County",193407,71.2,86,1.1,70.1
UT-017,"Garfield County",193408,69.3,96,1.5,67.8
UT-017,"Garfield County",193409,59.4,43,-0.6,60
UT-017,"Garfield County",193410,50.6,96,1.8,48.8
UT-017,"Garfield County",193411,38.9,95,2.3,36.6
UT-017,"Garfield County",193412,28.9,75,1.0,27.9
UT-017,"Garfield County",193501,29.6,96,3.3,26.3
UT-017,"Garfield County",193502,33.0,82,2.1,30.9
UT-017,"Garfield County",193503,34.1,22,-3.1,37.2
UT-017,"Garfield County",193504,44.9,54,-0.1,45
UT-017,"Garfield County",193505,50.4,9,-3.7,54.1
UT-017,"Garfield County",193506,64.8,76,1.2,63.6
UT-017,"Garfield County",193507,68.8,27,-1.3,70.1
UT-017,"Garfield County",193508,67.8,60,0.0,67.8
UT-017,"Garfield County",193509,61.8,94,1.8,60
UT-017,"Garfield County",193510,48.1,54,-0.7,48.8
UT-017,"Garfield County",193511,35.0,32,-1.6,36.6
UT-017,"Garfield County",193512,27.9,58,0.0,27.9
UT-017,"Garfield County",193601,27.8,72,1.5,26.3
UT-017,"Garfield County",193602,32.9,80,2.0,30.9
UT-017,"Garfield County",193603,39.1,83,1.9,37.2
UT-017,"Garfield County",193604,48.1,105,3.1,45
UT-017,"Garfield County",193605,56.3,96,2.2,54.1
UT-017,"Garfield County",193606,67.0,106,3.4,63.6
UT-017,"Garfield County",193607,71.1,83,1.0,70.1
UT-017,"Garfield County",193608,68.4,83,0.6,67.8
UT-017,"Garfield County",193609,59.0,33,-1.0,60
UT-017,"Garfield County",193610,48.4,60,-0.4,48.8
UT-017,"Garfield County",193611,35.6,40,-1.0,36.6
UT-017,"Garfield County",193612,28.6,72,0.7,27.9
UT-017,"Garfield County",193701,10.0,1,-16.3,26.3
UT-017,"Garfield County",193702,26.5,15,-4.4,30.9
UT-017,"Garfield County",193703,36.2,41,-1.0,37.2
UT-017,"Garfield County",193704,43.6,36,-1.4,45
UT-017,"Garfield County",193705,57.2,105,3.1,54.1
UT-017,"Garfield County",193706,62.7,42,-0.9,63.6
UT-017,"Garfield County",193707,69.6,44,-0.5,70.1
UT-017,"Garfield County",193708,68.8,92,1.0,67.8
UT-017,"Garfield County",193709,61.9,96,1.9,60
UT-017,"Garfield County",193710,50.2,88,1.4,48.8
UT-017,"Garfield County",193711,40.3,113,3.7,36.6
UT-017,"Garfield County",193712,32.7,115,4.8,27.9
UT-017,"Garfield County",193801,30.0,100,3.7,26.3
UT-017,"Garfield County",193802,31.0,59,0.1,30.9
UT-017,"Garfield County",193803,36.3,43,-0.9,37.2
UT-017,"Garfield County",193804,46.0,72,1.0,45
UT-017,"Garfield County",193805,53.2,43,-0.9,54.1
UT-017,"Garfield County",193806,63.8,62,0.2,63.6
UT-017,"Garfield County",193807,68.3,16,-1.8,70.1
UT-017,"Garfield County",193808,68.3,77,0.5,67.8
UT-017,"Garfield County",193809,61.4,87,1.4,60
UT-017,"Garfield County",193810,48.3,58,-0.5,48.8
UT-017,"Garfield County",193811,30.2,1,-6.4,36.6
UT-017,"Garfield County",193812,29.5,84,1.6,27.9
UT-017,"Garfield County",193901,26.2,51,-0.1,26.3
UT-017,"Garfield County",193902,20.0,4,-10.9,30.9
UT-017,"Garfield County",193903,38.8,80,1.6,37.2
UT-017,"Garfield County",193904,48.5,108,3.5,45
UT-017,"Garfield County",193905,55.6,85,1.5,54.1
UT-017,"Garfield County",193906,62.8,45,-0.8,63.6
UT-017,"Garfield County",193907,70.4,62,0.3,70.1
UT-017,"Garfield County",193908,67.9,66,0.1,67.8
UT-017,"Garfield County",193909,60.4,62,0.4,60
UT-017,"Garfield County",193910,47.7,45,-1.1,48.8
UT-017,"Garfield County",193911,39.8,106,3.2,36.6
UT-017,"Garfield County",193912,35.0,124,7.1,27.9
UT-017,"Garfield County",194001,29.1,94,2.8,26.3
UT-017,"Garfield County",194002,32.1,71,1.2,30.9
UT-017,"Garfield County",194003,40.1,100,2.9,37.2
